City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
416,carauari,-4.8828,-66.8958,30.88,55,97,2.07,BR,1694552148
417,bouna,9.2667,-3.0,24.3,94,100,2.25,CI,1694552148
418,ratnagiri,16.9833,73.3,25.73,86,89,1.38,IN,1694552149
419,ostersund,63.1792,14.6357,10.34,76,100,4.12,SE,1694551951
420,ad darb,17.7229,42.2526,32.58,61,100,2.89,SA,1694552150
421,hirara,24.8,125.2833,26.92,94,40,3.09,JP,1694552150
422,edd,13.9297,41.6925,32.33,65,98,4.04,ER,1694552150
423,carnarvon,-24.8667,113.6333,19.03,75,3,6.46,AU,1694552151
424,potam,27.6,-110.3833,37.28,35,34,4.47,MX,1694552151
425,sinjai,-5.1241,120.253,23.5,81,58,0.41,ID,1694552152
426,sevsk,52.1491,34.4926,12.05,59,36,2.53,RU,1694552152
427,chumphon,10.3333,98.8333,22.41,92,100,0.62,TH,1694552153
428,lorengau,-2.0226,147.2712,26.31,85,21,3.56,PG,1694552153
429,charters towers,-20.1,146.2667,13.94,77,0,4.21,AU,1694552153
430,aliade,7.2964,8.487,23.58,93,95,3.97,NG,1694552154
431,cozumel,20.5083,-86.9458,32.04,81,40,7.72,MX,1694552067
432,campbellsville,37.3434,-85.3419,24.06,67,100,2.01,US,1694551867
433,venice,27.0998,-82.4543,34.59,68,0,2.57,US,1694552155
434,pyinmana,19.7333,96.2167,23.71,94,100,2.26,MM,1694552155
435,wenchang,30.904,118.4887,22.99,99,100,1.22,CN,1694552156
436,happy valley-goose bay,53.3168,-60.3315,16.17,55,40,3.6,CA,1694552157
437,nuuk,64.1835,-51.7216,4.34,93,100,9.77,GL,1694551695
438,kingston,17.997,-76.7936,32.53,75,20,3.6,JM,1694551504
439,fuengirola,36.54,-4.6247,27.69,65,0,1.54,ES,1694552142
440,labuan,5.2767,115.2417,25.2,88,20,0.0,MY,1694552158
441,cayiralan,39.3028,35.6439,9.67,65,0,2.41,TR,1694552159
442,moyynkum,44.2914,72.9469,15.94,42,42,3.18,KZ,1694552159
443,livramento do brumado,-13.6431,-41.8406,25.36,56,18,4.2,BR,1694552160
444,huanren,41.2647,125.3667,10.76,87,95,1.51,CN,1694552160
445,portland,45.5234,-122.6762,26.56,46,40,2.24,US,1694551875
446,waingapu,-9.6567,120.2641,23.15,88,8,2.92,ID,1694552162
447,lucapa,-8.4192,20.7447,24.25,42,22,1.54,AO,1694552163
448,kyren,51.6828,102.1408,10.91,74,100,0.94,RU,1694552163
449,poronaysk,49.2167,143.1167,15.85,88,84,1.89,RU,1694552165
450,labytnangi,66.6572,66.4183,10.15,90,60,3.14,RU,1694552166
451,alofi,-19.0595,-169.9187,23.94,83,75,8.23,NU,1694552166
452,opuwo,-18.0607,13.84,21.61,18,0,1.65,NA,1694552167
453,cannonvale,-20.2833,148.7,20.66,61,0,9.73,AU,1694552167
454,quellon,-43.1167,-73.6167,12.14,66,75,3.6,CL,1694552168
455,gisborne,-38.6533,178.0042,11.23,57,0,2.41,NZ,1694551967
456,sumedang utara,-6.85,107.9167,19.93,81,53,2.09,ID,1694552169
457,al jawf,29.5,38.75,27.44,14,0,7.88,SA,1694552169
458,guider,9.9342,13.9486,25.02,75,22,1.33,CM,1694552170
459,butembo,0.15,29.2833,15.23,85,74,1.41,CD,1694552170
460,isiro,2.7739,27.616,19.3,98,78,0.55,CD,1694552171
461,sao joao da barra,-21.6403,-41.0511,26.05,85,0,9.09,BR,1694552172
462,baiyin,36.5583,104.2081,17.25,47,67,2.47,CN,1694552172
463,ardabil,38.2498,48.2933,12.75,94,100,3.01,IR,1694552054
464,kununurra,-15.7667,128.7333,23.99,23,100,2.57,AU,1694552174
465,curaca,-8.9903,-39.9094,30.44,39,19,10.91,BR,1694552000
466,huntsville,34.7304,-86.5861,30.93,58,0,4.02,US,1694552143
467,mata-utu,-13.2816,-176.1745,27.38,79,65,8.01,WF,1694552175
468,belomorsk,64.5232,34.7668,16.69,80,97,4.87,RU,1694552176
469,oyo,7.85,3.9333,22.86,93,86,2.52,NG,1694552061
470,mek'ele,13.4967,39.4753,16.71,82,100,1.19,ET,1694552177
471,veshenskaya,49.6303,41.7334,13.77,56,100,1.91,RU,1694552178
472,kolonia town,6.964,158.206,29.06,84,100,2.06,FM,1694552178
473,ulanhot,46.0833,122.0833,9.19,49,50,1.35,CN,1694552179
474,porto santo stefano,42.4338,11.1237,20.79,78,29,1.14,IT,1694552179
475,qamdo,31.1667,97.2333,-1.26,77,0,0.65,CN,1694552180
476,kaya,13.0917,-1.0844,27.27,64,100,2.6,BF,1694552180
477,flying fish cove,-10.4217,105.6791,23.82,88,100,5.66,CX,1694552180
478,bel ombre,-4.6167,55.4167,26.91,83,40,5.66,SC,1694551662
479,valparaiso,-33.0393,-71.6273,17.13,62,20,6.69,CL,1694551623
480,kigali,-1.95,30.0588,18.71,88,40,2.57,RW,1694551624
481,kalifornsky,60.4183,-151.29,12.41,78,100,3.09,US,1694552182
482,taroa,8.7058,171.2275,28.38,77,45,5.55,MH,1694552183
483,lowestoft,52.4752,1.7516,18.34,93,99,4.5,GB,1694552184
484,klyuchi,52.2667,79.1667,13.95,66,100,5.33,RU,1694552184
485,goundam,16.4145,-3.6708,39.16,20,12,1.58,ML,1694552184
486,kwolla,8.9333,9.2833,23.42,97,51,1.58,NG,1694552185
487,topchikha,52.8192,83.1185,11.56,67,100,2.37,RU,1694552185
488,marrakesh,31.6315,-8.0083,25.04,57,40,7.2,MA,1694552186
489,amlapura,-8.45,115.6167,23.67,86,26,2.05,ID,1694552186
490,formosa do rio preto,-11.0483,-45.1931,30.54,23,2,2.74,BR,1694552186
491,tataouine,32.9297,10.4518,24.28,48,0,2.64,TN,1694552187
492,santa rita do passa quatro,-21.7103,-47.4781,31.0,24,0,0.78,BR,1694552187
493,zacapoaxtla,19.8833,-97.5833,23.14,54,3,3.78,MX,1694552188
494,kinmparana,12.8402,-4.9199,28.92,58,65,5.51,ML,1694552188
495,changji,44.0167,87.3167,18.44,82,75,6.0,CN,1694552189
496,laojunmiao,39.8333,97.7333,17.15,26,20,2.89,CN,1694552189
497,champerico,14.3,-91.9167,35.3,65,20,4.15,GT,1694552190
498,vilyuysk,63.7553,121.6247,5.61,95,90,2.01,RU,1694552190
499,caconda,-13.7333,15.0667,20.53,20,26,1.23,AO,1694552191
500,askoy,60.4092,5.226,10.97,93,40,2.57,NO,1694552191
501,vieste,41.8825,16.175,24.71,62,18,1.39,IT,1694552029
502,quesnel,52.9999,-122.5029,15.28,82,100,1.54,CA,1694552035
503,silver city,32.7701,-108.2803,19.82,81,0,3.09,US,1694552193
504,baharly,38.4362,57.4316,22.72,33,0,3.87,TM,1694552193
505,nuku'alofa,-21.1333,-175.2,24.19,83,40,5.66,TO,1694552194
506,weno,7.4515,151.8468,24.97,100,75,1.54,FM,1694552194
507,chengde,40.9725,117.9361,12.04,69,0,0.94,CN,1694552195
508,sampit,-2.5333,112.95,21.25,96,69,0.75,ID,1694552195
509,dhidhdhoo,6.8833,73.1,27.56,78,100,4.62,MV,1694552196
510,karratha,-20.7377,116.8463,23.17,52,91,2.86,AU,1694552196
511,buka,40.8108,69.1986,16.1,36,0,2.86,UZ,1694552197
512,panji,-7.7253,114.0995,22.38,67,4,2.38,ID,1694552197
513,nouadhibou,20.931,-17.0347,23.99,73,12,8.75,MR,1694552198
514,menongue,-14.6585,17.691,18.09,22,0,2.73,AO,1694552199
515,whitby,54.4877,-0.615,14.06,77,93,1.34,GB,1694552199
516,mahina,-17.5065,-149.489,25.87,69,40,1.03,PF,1694552200
517,kristiansund,63.1115,7.732,9.36,93,75,11.83,NO,1694552200
518,es castell,39.8795,4.2854,25.38,94,75,2.06,ES,1694552200
519,road town,18.4167,-64.6167,31.05,74,40,8.75,VG,1694552118
520,lycksele,64.5954,18.6735,7.93,93,96,1.54,SE,1694552201
521,mariinsk,56.2139,87.7472,10.82,94,100,3.39,RU,1694552202
522,shalkar,47.8288,59.6258,13.03,83,5,2.32,KZ,1694552202
523,kijang,35.2442,129.2139,22.85,83,99,2.54,KR,1694552203
524,banff,51.1762,-115.5698,22.57,39,83,2.57,CA,1694552023
525,tahla,34.0485,-4.428,22.64,55,99,2.8,MA,1694552203
526,madera,37.1666,-119.8343,34.49,22,0,3.23,US,1694552204
527,auki,-8.7676,160.7034,26.16,83,100,2.16,SB,1694552204
528,gurupi,-11.7292,-49.0686,35.01,21,22,2.23,BR,1694552205
529,usinsk,65.9939,57.5281,8.88,85,3,5.83,RU,1694552205
530,qandala,11.472,49.8728,32.64,53,56,1.1,SO,1694552206
531,tamanrasset,22.785,5.5228,28.95,13,0,4.63,DZ,1694552206
532,choyr,46.3611,108.3611,12.05,35,99,2.68,MN,1694552206
533,zemio,5.0314,25.1361,21.64,96,100,0.78,CF,1694552207
534,tokar,18.4254,37.729,33.92,38,74,4.31,SD,1694552207
535,azangaro,-14.9167,-70.2167,13.88,41,97,7.45,PE,1694552208
536,sinop,41.7711,34.8709,11.19,84,0,1.42,TR,1694552209
537,yarmouth,41.7057,-70.2286,26.26,89,100,2.06,US,1694552209
538,cesvaine,56.9667,26.3167,15.23,81,6,2.12,LV,1694552210
539,paita,-5.0892,-81.1144,23.05,70,12,9.8,PE,1694552210
540,port augusta,-32.5,137.7667,12.65,44,7,1.83,AU,1694552210
541,karaisali,37.2567,35.0589,20.37,21,0,3.9,TR,1694552211
542,ifrane,33.3333,-5.25,15.93,72,78,2.5,MA,1694552211
543,limon,10.0,-83.0333,28.92,89,100,5.66,CR,1694552212
544,druzhny,53.6238,27.8977,17.14,59,5,3.3,BY,1694552212
545,patterson,37.4716,-121.1297,33.34,17,0,1.63,US,1694552213
546,vila velha,-20.3297,-40.2925,24.97,83,20,6.17,BR,1694552213
547,bodo,67.28,14.405,9.02,95,75,2.06,NO,1694552214
548,zambezi,-13.5432,23.1047,22.14,18,85,2.94,ZM,1694552214
549,chibougamau,49.9168,-74.3659,15.79,77,75,3.09,CA,1694552215
550,busan,35.1028,129.0403,22.99,88,40,2.06,KR,1694552159
551,onguday,50.75,86.15,6.26,84,14,1.5,RU,1694552216
552,tarawa,1.419,172.984,27.05,89,75,1.03,KI,1694552216
553,havre,49.5833,0.3333,18.22,88,100,5.14,FR,1694552217
554,okondja,-0.6549,13.6753,23.93,83,20,1.18,GA,1694552217
555,nasir,15.5894,32.5634,30.15,49,82,5.76,SD,1694552218
556,meadow lake,34.8014,-106.5436,20.27,47,90,2.39,US,1694552218
557,ambodifotatra,-16.9833,49.85,23.94,77,83,4.21,MG,1694552219
558,macusani,-14.0833,-70.4333,4.78,83,100,3.39,PE,1694552219
559,hadibu,12.65,54.0333,26.61,76,16,7.38,YE,1694552220
560,cooma,-36.2333,149.1333,5.31,82,3,0.82,AU,1694552220
561,gislaved,57.3044,13.5408,12.52,81,81,1.65,SE,1694552221
562,sol'-iletsk,51.1631,54.9918,11.44,84,14,1.86,RU,1694552221
563,kargil,34.5667,76.1,15.0,57,0,2.34,IN,1694552222
564,brokopondo,4.75,-55.1667,32.17,52,71,1.8,SR,1694552222
565,ascension,30.2169,-90.9001,35.6,49,40,3.09,US,1694552223
566,nikolayevsk-on-amure,53.1406,140.73,9.18,96,25,1.69,RU,1694552223
567,harper,4.375,-7.7169,24.68,90,73,4.26,LR,1694552224
568,lazaro cardenas,17.9583,-102.2,30.58,68,22,4.68,MX,1694552081
569,robit,12.0167,39.6333,18.38,82,100,4.13,ET,1694552225
570,araripina,-7.5761,-40.4983,26.68,35,1,3.46,BR,1694552225
571,dunhua,43.3725,128.2425,7.06,87,52,0.12,CN,1694552226
572,illizi,26.4833,8.4667,29.89,14,0,3.94,DZ,1694552226
573,walvis bay,-22.9575,14.5053,15.53,51,0,2.06,NA,1694552227
574,rexburg,43.826,-111.7897,27.78,21,0,3.6,US,1694552149
